
I

index:32, 1316.943
index:33, 1273.760
index:34, 1273.760
index:35, 1274.985
index:36, 1273.760
index:37, 1181.880
index:38, 1270.085
index:39, 1329.806
index:40, 1274.066
index:41, 1275.597
index:42, 1274.066
index:43, 1275.291
index:44, 1212.813
index:45, 1274.372
index:46, 1352.164
index:47, 1274.679
index:48, 1275.291
index:49, 1274.985
index:50, 1272.841
index:51, 1237.008
index:52, 1297.649
index:53, 1367.477
index:54, 1274.066
index:55, 1276.210
index:56, 1274.372
index:57, 1245.583
index:58, 1238.233
index:59, 1306.530
index:60, 1273.760
index:61, 1274.372
index:62, 1272.841
index:63, 1274.985
index:64, 1243.133
index:65, 1260.284
index:66, 1318.781
index:67, 1274.066
index:68, 1273.453
index:69, 1273.453
index:70, 1275.904
index:71, 1234.558
index:72, 1277.435
index:73, 1287.235
index:74, 1274.372
index:75, 1273.760
index:76, 1269.472
index:77, 1270.085
index:78, 1223.532
index:79, 1297.036
index:80, 1271.004
index:81, 1270.391
index:82, 1269.472
index:83, 1269.166
index:84, 1269.472
index:85, 1234.558
index:86, 1292.442
index:87, 1269.472
index:88, 1270.391
index:89, 1270.391
index:90, 1269.778
index:91, 1269.472
index:92, 1269.472
index:93, 1270.391
index:94, 1269.778
index:95, 1270.391
index:96, 1270.697
index:97, 1269.472
index:98, 1269.472
index:99, 1269.778
index:100, 1270.085

VRE0

index:0, 9957.929
index:1, 9957.929
index:2, 3810.866
index:3, -591.399
index:4, 347.612
index:5, 6999.400
index:6, 9957.929
index:7, 9957.929
index:8, 9777.539
index:9, 2436.651
index:10, -721.256
index:11, 1015.884
index:12, 9106.816
index:13, 9957.929
index:14, 9957.929
index:15, 8642.518
index:16, 1917.531
index:17, -287.277
index:18, 2963.122
index:19, 9957.929
index:20, 9957.929
index:21, 9957.929
index:22, 6144.612
index:23, 122.200
index:24, -512.689
index:25, 4829.813
index:26, 9957.929
index:27, 9957.929
index:28, 9957.929
index:29, 3496.944
index:30, -929.517
index:31, 320.967
index:32, 8575.751
index:33, 9957.929
index:34, 9957.929
index:35, 9666.058
index:36, 1507.441
index:37, -1177.286
index:38, 1786.755
index:39, 9957.929
index:40, 9957.929
index:41, 9957.929
index:42, 7666.448
index:43, 56.047
index:44, -1450.475
index:45, 2987.317
index:46, 9957.929
index:47, 9957.929
index:48, 9957.929
index:49, 6045.076
index:50, -1166.260
index:51, -1596.870
index:52, 5745.242
index:53, 9957.929
index:54, 9957.929
index:55, 9957.929
index:56, 2877.368
index:57, -1784.917
index:58, -271.352
index:59, 8025.084
index:60, 9957.929
index:61, 9957.929
index:62, 9006.361
index:63, 1403.616
index:64, -1314.187
index:65, 1860.872
index:66, 9957.929
index:67, 9957.929
index:68, 9957.929
index:69, 6924.366
index:70, 256.038
index:71, -1089.388
index:72, 4052.816
index:73, 9957.929
index:74, 9957.929
index:75, 9957.929
index:76, 4274.247
index:77, -299.834
index:78, 693.386
index:79, 7382.539
index:80, 9957.929
index:81, 9957.929
index:82, 9753.956
index:83, 2270.655
index:84, -531.984
index:85, 1593.808
index:86, 9957.929
index:87, 9957.929
index:88, 9957.929
index:89, 7182.853
index:90, 720.031
index:91, -599.975
index:92, 3033.257
index:93, 9957.929
index:94, 9957.929
index:95, 9957.929
index:96, 5108.821
index:97, -993.833
index:98, -2048.919
index:99, 3022.538
index:100, 9957.929
